reviewId,content,score,at
b2d7235b-a436-4158-8ddb-7b44aeadc6b9,"banyak banget kendala sering bug , eror , terhenti sementara , ada kesalahan .sering banget .tolong dong perbaiki biar tidak kesal ke kita nya",1,2026-05-31 23:53:18
0bf4ed09-6cf8-4a86-8da0-00f3e37e1984,"tolong dong gimana, ini saya udah login terus katanya sesi sudah berakhir. terus saya lupa kata sandi dan mau ganti susah banget, saya juga mau ganti email nya susah banget. selalu gagal terus",1,2026-06-04 02:09:17
ce420945-e7b2-4371-b19e-4fcb81877d87,"apk gak guna,sudah mengusulkan pembaharuan desil dan sudah jalan hampir 1 tahun,tapi tulisan masih selalu masih diusulkan dan tunggu verifikasi pemberitahuan,berapa lama??udah hampir 1thn dan slalu seperti itu,kalau apknya cuma dilihati doank gak dikerjakan datanya ya GAK usah bikin apk,kasian rakyat banyak berharap,buat apa bikin apk kalau akhirnya yang menikmati ya tetap keluarga pejabat juga,gaya2 peduli dengan rakyat pakai aplikasi,padahal cuma omon-omon untuk memberikan harapan palsu doang!",1,2026-06-05 02:31:09
60d4e421-16bc-4f2e-a059-40488720cb77,"login udh bisa trus mau pembaruan status atau desil gk bisa submit, pdhl smua usulan di vidio udh ku coba, foto harus kb jangan mb, jaringan sangat stabil, domisili udah di isi lengkap tpi ttp aja gk bisa submit, ini gimana sih playanan masyarakatnya",3,2026-06-05 02:32:04
25517907-c70c-4b42-820e-ab54439eb4b3,"Kenapa saya download aplikasi cek bansos,g bisa di buka sebelum nya udah download Krn lupa password,reset password malah g bisa² akhirnya uninstall,di install lagi malah g kebuka ,tolong dong d perbaiki lagi",1,2026-06-05 23:57:30
49bc5b08-a755-4a0c-95d9-d6821def060a,"mau pembaruan, pas sudah selesai isi data, mau submit, terjadi kesalahan koneksi jaringan terus, padahal sinyal bagus,,, tolong di perbaiki.",1,2026-06-04 06:44:38
0b0e2807-e5a0-4ae4-8e70-99e5c628099e,"Gunanya dibikin aplikasi ini untuk apa sih sbenernya? gk ada ngebantu nya sama sekali, mau bikin usulan terjadi kesalahan koneksi trs, pdahal pas lg nonton bokep smbil nyelot lancar2 aja koneksi gw",1,2026-06-04 05:09:45
c87beda5-7e59-4165-aeee-feec8eec4564,saya kasih bintang 5 ya supaya di baca kenapa yang kerjaannya cuman dagang di orang lain desilnya 6-10 cuman gara² ktp pernah di pake pinjol? maaf ya kita pinjol juga sebab sangat sangat butuh karena itulah jalan paling cepat ya pinjol jadi tolonglah yang punya riwayat pinjol juga bisa punya hak juga untukan menurunkan desilnya,5,2026-06-04 14:29:01
b065f355-b75f-4ca0-ab92-b3e3d685185a,"wkwkwk dinsos ini emang suka nyusahin rakyat kecil,penilaian desil aja orang masih berkecukupan desil 6-10,mau ajuin penurunan desil pun dipersulit,bikin aplikasi aja gabener udah mau selesai ngajuin penurunan malah aplikasinya gajelas karna kendala koneksi padahal jaringan lancar.",1,2026-06-05 07:35:04
12144bad-cdcf-4fda-b3a8-f06262ea1bf4,"dear pihak pengelola ataupun adminnya minta tolong apk diperbarui dan diperbaiki lagi ya, masa iya udah update di playstore gada perubahan, eror terus e-114 melulu. udah gitu pencarian NIK dibatasi 1 hari 5x, merepotkan petugas desanya dan menghambat keperluan masyarakat. minta tolong diperbaiki ya bapak/Ibu, terima kasih",1,2026-06-05 12:41:27
9fe3bcf8-a15d-45e0-8aa7-9360ab11d13a,"selalu ndak bisa dibuka.. saya sudah berkali-kali instal-uninstal tapi masih tetap gak bisa dibuka.. tolong dong pak, diperbaiki.. kami sangat butuh info pencairan dan lain-lain 🙏🙏🙏🙏🙏🙏🙏",4,2026-06-06 23:34:23
9476fa0d-6395-493a-a60a-684263d19380,assalamualaikum wr.wb terimakasih delover kemensos sudah mendengarkan dan menanggapi saran saya. sehingga aplikasi cek bansos sudah lengkap fiturnya dan detail status yang mempermudah masyarakat untuk cek nya saya sarankan tambahkan mode chat aplikasi bansos. kalau ada keluhan bisa di sampaikan melalui mode chat cs. terimakasih semoga berhasil dan sukses...,5,2026-05-29 11:03:44
7d2d97d1-dce8-40cf-bbd0-2361a8e8795d,"Keluarga saya sedang dalam masa kesusahan,saya anak yatim,dan saya daftarkan nama ibu saya sebagai penerima bantuan,tapi sampai sekarang tidak ada kemajuan... udah beberapa kali saya mengajukan tapi tidak ada respon sama sekali tolong dong dibenerin aplikasinya..... katanya aplikasi bansos,tapi tidak ada bantuan sama sekali setelah daftar....😭😭",5,2026-05-29 10:10:01
67db6708-e07b-4429-a618-954a2b14e1d2,"apk nya lagi error x ya,ko pas di foto gak bisa terus aja apk nya balik lagi ke awal.. tolong donk perbaiki lagi.",2,2026-05-30 02:24:22
5683b6fc-b715-4d15-8da5-2c87af4f516f,saya lupa kata sandi untuk masuk apk tapi kenapa pas d klik lupa sandi kok eror terus munculnya validasi gagal pdahal udah bener semua data sesuai KTP gimana si tolong dong diperbaiki,1,2026-05-30 21:30:09
f3cfacc4-2068-4a99-bc5a-d71e71b77e6c,diperbarui malah makin gajelas ni apk udah kaya apk mainan aja asli sebelumnya login gampang ini mh muter aja pdhl sinyal saya aja aman2 aja ga ngerti lg deh asli ga memuaskan kecewa!!!,1,2026-05-30 05:28:23
2c48c857-3e38-4df7-89ae-6b6f5c643245,"saya suda mengirim berkas yg Palit tapi sampai sekarang belum ada kejelasan,jadi tolong bikin aplikasi kata nya buat membantu mempermudah jangan jadi kayak kotak sampah.....",2,2026-06-02 00:59:17
2945fdfe-df9e-4eb7-80bc-634c9e0db47c,"aplikasinya aneh , buka aplikasi cuma layar hitam doang ditungguin ga berubah juga udah uninstal dan instal ulang masih aja ga ada perubahan",1,2026-05-29 18:47:53
7cda86fd-8c6f-45f6-9882-da1a4d81f29c,"Terima kasih sudah buka aplikasi ini. Aplikasi ini dibuat gunanya untuk mempermudah koordinasi antar lini baik itu antara instansi yg terkait dalam hal ini mungkin Kemensos , BPS juga Kemenkeu yg tujuannya untuk Kepentingan Rakyat Indonesia. Seharusnya aplikasi ini mudah diakses dan digunakan masyarakat bukan hanya sekedar dibuat begitu saja. Jadi kepada Bapak Ibu pemangku kepentingan mohon segeralah ini di perbaiki agar semua menjadi lebih baik....... Salam Hormat Rakyat Jelata",1,2026-06-01 04:13:38
c2a60d1c-8f7d-4c0f-a031-fbf60e7f8293,"maaf ya developer kenapa saat saya login di aplikasi nya selalu eror atau terjadi kesalahan ,seperti itu jadi GK bisa login ,akun yang sudah terverifikasi nya",3,2026-05-31 12:48:32
e3781807-e942-4f6f-a098-4aa5d4780a35,"tolong perbarui lagii ,mau login aja susah minta ampun ,masalah jaringan terus ,pake data gabisa wifi gabisa .. gtau minta jaringan model gimana lagi",2,2026-05-30 11:18:32
37b911fe-82f5-4c3b-a8d5-098fdd092ccc,"APK gjb , betulin lagi noh sistem jaringan!!! jaringan bagus malahh jadii jaringan bermasalah aneh bner , banyakk bug kemana mnaa !!!",1,2026-05-31 07:01:40
4c549bc9-4537-4d40-a761-078c740f3d72,"kenapa setelah di uninstal malah GX bisa di buka ,, malah keluarnya layar putih ,, solusinya dong ,udah di coba berbagai cara tp tetep GX bisa di buka",1,2026-05-30 14:34:45
5d59ce9e-b2c3-4700-8c30-1834688f3a49,"apk buruk,tdk bisa login setiap mau daftar dn pengambilan swafoto apk nya malah kembali ke awal lgi sudh coba berulang tpi tetap sja sama",1,2026-06-05 03:51:47
3128e69e-e4af-4bf9-9647-145a4ed73f49,"hari ini saya cek setiiap masuk connection is problem, padahal koneksi jaringan stabil. tolong diperbaiki secepatnya.",1,2026-05-30 04:36:08
2a43fe61-9bde-4235-95df-c3dd988b6c35,"apk stress, udah ngisi banyak banyak malah di bilang kendala koneksi padahal koneksi bagus",1,2026-06-05 11:59:27
ca7703ff-7b63-41d8-9b65-8d0926da563a,"Aplikasi nya atau servernya yang kurang bagus, selalu gagal Submit, kalau buat Aplikasi itu mbok yang Bagus sekalian jangan asal asalan.",1,2026-06-06 14:20:21
fdccb21c-fcd0-4a97-a4f3-c6deaaaab18e,"Aplikasi nya kurang membantu, tidak gerak cepat harus menggu aktivasi, aneh ga bisa masuk ga bisa bikin akun anjir lah",1,2026-05-30 03:41:11
7c26aded-8d9f-4649-bada-9e0d24cda8db,"setelah di update, gak bisa login lagi, katanya masalah jaringan, padahal jaringan di sayai aman2 saja",3,2026-05-30 15:26:09
22ca1c77-3a74-40a7-adc5-e40e28be339d,"aku kira data aku yg bermasalah, eh rupanya aplikasi nya masih lemah, gak bisa daftar masuk, gagal terus,",1,2026-06-02 00:47:51
31072a16-0980-445b-815d-dc7a03a59c4f,tidak bisa dibuka. sudah unisntall trus instal ulang. tapi aplikasi tidak merespon. padahal sekarang sudah bisa lihat progres pencairan 🥲,1,2026-06-03 11:32:02
b68d1300-124d-4390-80b7-8b25cacb4411,"kenapa setelah update aplikasi ini malah jadi susah banget diakses,jangankan masuk menu utama buat login aja (sesi sudah habis) exception terus",2,2026-05-30 05:48:30
da2463af-f443-429e-9d6d-7f8b93b93606,"perubahan data profil keluarga eror (e-136), sudah isi data sampai halaman terakhir gagal terkirim. Tolong diperbaiki",2,2026-06-02 20:02:51
a71d160a-5909-4b6e-9a43-3cd2d9972cfd,aplikasi tidak berguna mau mengganti sandi karena lupa selalu validasi gagal sudah berbulan bulan dari tahun 2025 tetap tidak ada perubahan dan aplikasinya juga sering eror gak jelas tiba tiba keluar sendiri giliran mau masuk lagi sandi selalu salah giliran mau di ganti selalu gagal terus,1,2026-06-02 08:18:20
ff7dc662-f941-4e04-a6a7-1589873e5989,ga bisa dibuka apk nya stuck di logo dari dulu gitu terus padahal sudah coba instal ulang tapi ttep aja,1,2026-05-29 23:11:04
fcfb3e6c-1621-443a-80c1-a2d00d0be4a4,"bug aplikasi, tidak muncul menu, hanya latar berwarna putih dan sering force cloae.",1,2026-05-30 09:01:07
e06ccedb-df93-47b0-b96d-3b0b99048bdb,"Error setiap membuat akun baru, bug dari kode harap diperbaik agar bisa digunakan bagi calon penerima bansos.",1,2026-06-02 02:05:04
145fff57-5812-4c21-85c8-a17884345e07,kenapa ga bisa upload foto KTP padahal udah diisi semua tinggal kirim.Kalo mau upload foto KTP pasti kembali ke setelan awal.,2,2026-06-01 10:18:12
181a5796-4d1d-4b5b-b3f2-2ad1d1ea6d97,setelah diupdate susah login jaringan error mulu padahal udah gonta ganti wifi sama data tetep error,4,2026-05-30 02:15:03
692be46c-de99-47b6-a7a7-0498d40b159c,"yang benar aja ini login selalu koneksi, apapun dari vpn,data dan wifi. mau sampai kiamat baru mau perbaiki? gajelas dah bertahun tahun begini puak kali",1,2026-05-30 12:45:14
d9e5c8da-eb61-4c0e-8dbf-d5732de47750,"susah untuk masuk login. hanya beckground aplikasi cek bansos aja yg kebuka. & sdh dicoba berkali², msih aja sprti itu",1,2026-06-01 19:03:17
22505358-a752-45c4-aa51-1320e00d609a,sangat memuas kan. dan transparan. karna sudah di apdet aplikasih nya. jadi nga ribet2 lagi nanya ke pendamping..🥰,5,2026-05-29 23:27:08
5e3ae357-cfc3-4c72-805b-89c9dc3ad086,"Susah masuk,error padahal sinyal bagus,apa hal ini,aplikasi sekelas ini bisa error",1,2026-06-06 06:31:50
b276009b-c09a-4069-bff3-5aa00d02ea40,"aplikasinya bagus tapi ngga bisa untuk mengajukan usulan, gagal terus jadi agak kecewa. tolong diperbaiki lagi, terimakasih",4,2026-06-04 04:30:38
0ce65a5c-037c-4940-8f39-71357c0bf2db,"setelah diperbarui kok malah tulisannya tidak, cek di google malah bener tuh. gak jelas emang ini sekarang gak bisa dibuka aplikasinya",5,2026-05-31 10:40:50
30661ac4-5228-4e21-8a70-cdec0f09e0e1,"aplikasinya gak bisa di buka, stuck di logo bansos. padahal sinyal full. pake Wi-Fi juga sama aja",1,2026-06-05 01:30:02
8fd112d9-0978-48c2-9375-ec3046098e3c,apk tidak bisa di buka padahal syarat sudah benar semua. sudah d coba berulang kali hasilnya nihil. apa udah penuh apa gimna?,1,2026-06-04 12:01:10
ed0126e9-2213-40f7-a615-05f5b13df048,"sudah instal berkali² dan uninstal berkali². setiap instal dibuka gk bisa,aplikasi apaan ini,dibuka layar hitam.",1,2026-06-04 16:01:58
5a6534f5-b947-4e4b-90be-7fdb875c55f4,"laporan perubahan data sudah 4 bulan lebih tidak ada respon, buat apa pake apk klo tidak ada tindak lanjut",1,2026-06-04 01:08:51
0f6da332-6e85-4c01-8c24-1598c27fbd33,"Aplikasi ga mutu,padahal udah masukin alamat sesuai ktp.masih aja di bilang alamat tidak sesuai.bikin akun aja susah banget",1,2026-05-29 13:17:23
f5316525-34b1-4d5f-8c57-b1b025dc4028,"pas klik berikutnya loading mulu,padahal jaringannya sudah bagus,masak aplikasi pemerintahan kalah sama aplikasi milik swasta. perbaiki dong, anggarannya jangan dihamburkan mulu",5,2026-05-29 08:36:29
d5937a8c-6466-4c3b-a41b-c5ec1a5c2fdf,"daftar bisa, tapi notif aktivasi ny tidak masuk ke email giliran login malah belom diaktivasi gimana mau aktivasi notif ny jh GX masuk ke email payah ni 😡😡 login dan daftar baru berkali"" tetap jh GX bisa",1,2026-06-05 12:30:28
c56a667c-efee-4d10-9d16-34c96bd619dc,bisa tau status dari spm si.. jadi gk perlu ke perangkat untuk tanya.. semoga aplikasinya lebih meningkat lagi,4,2026-06-02 01:55:25
708bd001-150e-46a5-bb65-9e4917842dbe,kenapa tiap masuk aplikasi harus login terus...saya login terjadi kesalahan jd gk bisa ngcek,2,2026-05-31 14:26:29
fe43c655-0bf9-4f4b-a166-757336822792,assalamualaikum kenapa ya udah 2 hari masuk apk nya terjadi kesalahan teruss gak bisa log in juga,1,2026-05-31 13:50:45
daa5c76b-8d1e-4aee-980a-bb563940d1e8,"ini kenapa aplikasi nya erorr, tolong di perbaiki,,, masak di buka, yang muncul hanya layar putih sajaaa.",2,2026-06-01 14:04:58
b86a2515-2444-430f-9a8f-03533679b713,"Masih bug. Selalu tertahan pada opsi ""silakan pilih RT"" padahal udah isi RT dengan berbagai opsi sesuai KTP. Tapi tetap aja stuck di situ mulu. Gak bisa perbarui data. Masalahnya dari bulan-bulan lalu loh, aku kira udah diperbaiki bug-nya, tapi masih aja sampai sekarang!",1,2026-04-29 02:41:10
79e8b623-5828-41b1-afde-d4222fa53f32,"ini aplikasi gagal sih menurut saya, kenapa saya katakan gagal, karena aplikasinya tidak bisa membantu untuk memperbarui data karena, tidak bisa submit. saya sudah melakukan perbaruan data sudah hampir 10 kali saya coba tetap tidak bisa sudah hapus cacha,paksa berhenti bahkan uninstal ulang aplikasi tapi tetap tidak bisa di submit. aplikasinya tetap minta ""silahkan mengisi RT "" padahal format pengisian RT sudah sudah benar dengan format 3 angka bukan 1 angka. masa bugnya sebulan penuh",1,2026-04-16 03:20:29
e2608689-bff9-4c63-93a5-3b1d6f9470d7,"kenapa g bisa d buka ya. connection problem mulu , padahal sinyal bagus sandi sesuai sama yg awal bikin",3,2026-05-30 14:05:10
2443a65a-7124-4b75-8bd6-1e2faad1444b,pas kirim kesalahan jaringan apalah padahal aplkasi lain lancar lancar aja mau heran tapi....,1,2026-06-01 09:37:23
ca4aa5e1-4035-46c7-a3b2-3a642e00a74f,"Makin kesini makin tidak beres, aplikasinya bikin stres. Masukan pasword salah, giliran pilih lupa pasword, link yg dikirim via email, selalu kadaluarsa. Jadi makin tidak jelas... Buka link kemensos juga ribet, kadang tidak bisa di akses. Bingung bnget, bukannya makin maju malah makin ketinggalan.",2,2026-02-13 23:39:33
95b7c351-ebc7-4771-b6c1-d1556c871a96,"sudah digitalisasi kemensos tetap saja lambat pembaruan data sudah berbulan-bulan masih on proses verifikasi, lupa pasword ruwet dengan otp no tlp yang sudah expired/hilang. pantas saja banyak disalahgunakan & tidak akurat. Aplikasi yang sangat berguna untuk kerabat perangkat desa & pemerintah.",1,2026-02-26 12:20:41
fcec79a4-9e51-4511-8c27-11b90af9baa9,gw kasih bintang lima biar pada baca payah aplikasinya mau robah desil malah giliran di akhir upload Poto malahan eror terus sinyalnya payah kalaw bikin aplikasi jangan nanggung nanggung ... buang buang data aja 🥱,5,2026-06-04 12:20:29
f156fec2-c18d-44f5-a600-b58af1084f72,ngebung. udah masuk tiba2 keluar masuk lagi susah alesan jaringan. jaringan di pake ke yang lain lanjar2 aja,1,2026-05-30 05:39:01
78c41760-2e4e-47b2-a752-49a02244b7d9,"Aplikasi udah bagus, tampilan juga sudah oke, keterangan juga sudah oke, kekurangan aplikasi ini, tentang status pengeluaran bantuan tidak update, contoh bantuan PKH bulan ini, saldo sudah masuk ke rekening penerima, tetapi status di aplikasi tidak berubah, itusih yang paling parah nya ini aplikasi. saran saya perbaiki kekurangan yang ada, dan tambah menu yaitu penerima bantuan dapat melihat kapan tanggal pencairan bantuan di rekening penerima bantuan, agar enggk perlu lagi nanyak"" pendamping!",3,2026-02-08 14:29:43
977f9d97-9329-42be-9d64-92c23a243829,menurut pengalaman saya aplikasi Cek Bansos sangat membantu dan memudahkan saya untuk semua kebutuhan akses bansos,5,2026-06-04 12:35:29
ea61baf1-3546-49a3-b481-f04719f867bc,"banyak sekali bug, sering error ketika login , sesudah bisa login langsung ada notif sesi anda telah berakhir mohon masuk kembali , tolong diperbaiki aplikasi nya soalnya ini yang langsung bersentuhan dengan rakyat atau yang bisa di akses langsung oleh rakyat untuk menyanggah atau mengusulkan karena kalau langsung ke desa suka dilempar lempar kalau mau mengusulkan desil",1,2026-05-10 15:08:09
6f870364-e446-48d9-a0b5-98a24990c299,"aplikasi gagal, udh desil tbtb di naikin, mau ngajuin pembaruan salah satu jalan nya cmn dari sini, eh malah aplikasi nya asal2 an. belajar sama developer JAKI deh, jarang nge bug dan bneran membantu masyarakat, kalo begini cerita nya gimana masyarakat mau percaya sama pemerintah pusat?",1,2026-06-02 09:05:44
26093834-6c76-4f19-b38d-92c3849bb62e,"jangan di download... gak ada gunanya aplikasi ini tidak pernah terawat.. sudah brapa bulan ajukan pembaruan data... tidak pernh di konfirmasi sama mereka... sampai kapan pun... memang sengaja' di perlambat pembaruan data nya kerna mereka yg makan uang bantuan tsb... seolah"" desil kita itu masih di angka 6-10... saya sudah hafall permainan tikus negara konoha... kalo gak gitu merka gak makan besar hasil gaji nya...",1,2026-02-21 05:26:55
76f85987-38ea-4709-8970-843ecb05b3fe,"bulan Desember kemarin masih dapat bpnt sembako dan kartu kks dapat,sekarang desil bisa berubah 6-10,padahal keadaan masih tetap tidak berubah. sudah mengusulkan,sampai sekarang tidak ada perubahan desil,masih tetap tunggu verifikasi data.",4,2026-03-31 04:08:02
75386d3f-305a-4adf-9636-5d240405a107,bagus..sayang saat mengusulkan selalu error.kesalahan jaringan,5,2026-06-06 04:49:52
6078436b-04d0-4db8-8d74-9a7d8e578107,"parah aplikasinya , padahal udh daftar akun dan udh ngisi dari No. KK sampe pembuatan password tiba"" aplikasinya keluar sendiri pas mau download foto dan KTP , lalu dan sya coba ulang lagi untuk buat akun yg kesekian kalinya , itu aplikasi keluar sendiri lagi dan keluar sendiri lagi untuk download foto dan KTP . tolong dong solusinya .",1,2026-04-13 16:47:47
ff8e09ac-87eb-4f79-a5e9-24db0a0a415f,"saya kasih bintang 5 bukan apk nya bagus ya biar cepet kebaca aja sama yg buat apknya. tolong dong di perbarui lagi. ini sangat menyusahkan. susah log in, pw lupa g bisa lngsung reset, data nya juga banyak bug nya. makin kesini makin ngawur kata pendamping suruh daftar online dulu pakek apk ini saya daftar malah datanya GK di temukan katanya 🙏🙏 tolong ya",5,2026-04-22 03:27:19
309fef57-2e2d-4f20-bcb9-e492c3016925,"Maaf responnya lama banget, sudah sebulan lebih tidak ada respon. Sudah isi data usulan. saya tmbahkan ulasan, sampe sekarang tdk ada respon dinsos di aplikasi tertulis begitu. auto uninstall..dari bulan 3 sampe sekarang ga ada respon. aplikasi ga berguna mau masuk aja ga bisa bisa. TOLOL",1,2026-05-29 06:53:06
